"id","co2","temperature","humidity","pressure","smoke","sound","node","timestamp"
28,120,"71.29901822820945","75.64872784059125","874.4184583391682",False,False,8,"2024-09-30 15:18:01.527+00"
29,875,"57.42353566683215","6.8280225654410165","857.56944588402",False,False,2,"2024-09-30 15:18:31.551+00"
30,364,"49.34828304304496","39.27910963660675","683.8684710312402",True,True,4,"2024-09-30 15:19:01.57+00"
31,795,"-10.14979147290925","83.53855833224844","434.65898183490435",False,False,6,"2024-09-30 15:19:31.595+00"
32,247,"56.58188152029412","15.134511832667187","999.1720426106028",True,True,3,"2024-09-30 15:20:01.62+00"
33,861,"18.847972380586533","29.674457204338257","1038.683020723391",True,True,4,"2024-09-30 15:20:31.644+00"
34,517,"-35.344967943806054","69.31320697250733","719.6813816984645",True,False,4,"2024-09-30 15:21:01.667+00"
35,831,"67.90712351180312","99.45198211532163","844.2503498144857",False,False,6,"2024-09-30 15:21:31.69+00"
36,772,"-24.079774067452174","39.016550881948284","404.1202910863086",True,False,4,"2024-09-30 15:22:01.715+00"
37,798,"55.02648452736281","28.53373644537602","859.3946667726067",True,False,5,"2024-09-30 15:22:31.73+00"
38,968,"-10.4092550119911","39.799149854988954","1096.28044654337",False,False,2,"2024-09-30 15:23:01.751+00"
39,244,"6.415112507878995","68.13525918892212","312.9561384308095",False,False,7,"2024-09-30 15:23:31.775+00"
40,973,"4.219425660650735","75.03203642569186","671.4792178079202",True,True,7,"2024-09-30 15:24:01.799+00"
41,368,"5.442727327637847","54.21646293079006","862.9104986722581",False,True,6,"2024-09-30 15:24:31.822+00"
42,46,"53.64715476165806","70.12738022893403","951.7062055987133",False,True,5,"2024-09-30 15:25:01.847+00"
43,412,"73.14397975676646","90.2771044291192","336.64465364696133",False,False,8,"2024-09-30 15:25:31.873+00"
44,934,"77.70974011287514","57.332426775672765","1097.745286143379",False,True,7,"2024-09-30 15:26:01.894+00"
45,958,"69.73785434568583","86.84533616442171","1092.4716724018258",True,False,8,"2024-09-30 15:26:31.9+00"
46,190,"-15.955694976566729","11.592853252605195","976.370330485283",False,True,5,"2024-09-30 15:27:01.92+00"
47,403,"39.80275569891148","19.772958246755067","906.9807364755615",False,False,8,"2024-09-30 15:27:31.944+00"
48,7,"-21.021523763784238","10.057821807759272","488.96837349896157",True,True,4,"2024-09-30 15:28:01.961+00"
49,67,"41.228820390956415","62.27863029730016","972.2107820885557",True,False,3,"2024-09-30 15:28:31.985+00"
50,852,"-34.67261703088503","40.02802044540381","462.85994967418367",True,True,6,"2024-09-30 15:29:02.009+00"
51,956,"20.855523426069617","42.185735349813115","485.4026004833942",True,True,2,"2024-09-30 15:29:32.033+00"
52,499,"17.27580308828861","23.442187424546248","513.7998629889747",False,True,4,"2024-09-30 15:30:02.059+00"
53,222,"42.038685332499554","51.80151588503963","1012.4130067990801",True,True,4,"2024-09-30 15:30:32.082+00"
54,316,"64.19961769708932","71.14329544344768","1036.1911329703912",False,True,5,"2024-09-30 15:31:02.105+00"
55,823,"26.258940801320747","87.77523837041264","833.8521770488856",True,True,3,"2024-09-30 15:31:32.132+00"
56,71,"75.65251234656849","17.20204136656185","604.4727927957407",False,False,3,"2024-09-30 15:32:02.152+00"
57,451,"-10.154166162967122","42.56369029867888","450.1494772343699",True,True,3,"2024-09-30 15:32:32.176+00"
58,268,"40.00511949989739","62.632623340696995","1025.7075234180313",False,False,2,"2024-09-30 15:33:02.2+00"
59,453,"47.14134807421178","55.22599585000412","467.5521889850579",True,True,3,"2024-09-30 15:33:32.223+00"
60,141,"33.74396207426817","53.90965036320652","352.90861648301063",True,False,4,"2024-09-30 15:34:02.241+00"
61,935,"6.26776095097415","28.73843902284254","459.38054484411043",False,False,3,"2024-09-30 15:34:32.261+00"
62,882,"80.39664978969675","31.848221807763256","488.089142429229",False,True,4,"2024-09-30 15:35:02.286+00"
63,160,"66.81195021916781","6.759117709779883","772.6677286628498",True,False,2,"2024-09-30 15:35:32.31+00"
64,381,"26.241097418746094","2.8343185651428238","901.887536216184",True,False,7,"2024-09-30 15:36:02.333+00"
65,610,"67.21960908700137","97.19210545993404","824.3318097949198",True,False,3,"2024-09-30 15:36:32.358+00"
66,944,"-31.883176813511845","43.93190800460416","650.4056993081961",False,True,2,"2024-09-30 15:37:02.381+00"
67,899,"29.261676843604874","16.90755223802278","749.2647324951547",True,True,1,"2024-09-30 15:37:32.406+00"
68,202,"-17.396858932020773","77.68858494451017","807.538060381941",True,True,8,"2024-09-30 15:38:02.43+00"
69,41,"75.7449517221871","89.26928060384154","420.545404822251",False,True,1,"2024-09-30 15:38:32.455+00"
70,784,"47.10650346305427","47.62796236824143","328.26821897513537",False,False,4,"2024-09-30 15:39:02.479+00"
71,798,"58.18642485171611","21.76183727587031","465.54515747290213",True,True,8,"2024-09-30 15:39:32.5+00"
72,524,"39.32969571109028","23.498119293806006","1034.3649345206497",True,False,9,"2024-09-30 15:40:02.525+00"
73,269,"-35.22829439131414","87.91759813797037","963.6738049627525",False,True,8,"2024-09-30 15:40:32.549+00"
74,669,"60.8563267800571","97.29998890558835","405.54743646234556",True,True,2,"2024-09-30 15:41:02.57+00"
75,801,"31.817449907758103","45.57088836318721","908.3362717513132",True,False,9,"2024-09-30 15:41:32.595+00"
76,509,"-14.712838310122038","33.54038118467759","452.8634395427098",False,True,2,"2024-09-30 15:42:02.62+00"
77,377,"75.78425207000845","49.77175948113657","330.391846579521",False,True,9,"2024-09-30 15:42:32.644+00"
78,548,"68.17701645596675","49.709942000698135","1054.2791677942478",True,False,2,"2024-09-30 15:43:02.668+00"
79,843,"16.370358626918943","60.90828452529307","343.83324630354434",True,False,7,"2024-09-30 15:43:32.688+00"
80,387,"35.61233988642388","82.69688084529614","1082.8428938705188",False,False,8,"2024-09-30 15:44:02.714+00"
81,1021,"-16.559248943308507","74.55220749856744","1018.0285852862492",True,True,7,"2024-09-30 15:44:32.737+00"
82,373,"70.06162282573753","13.867254538486451","946.1385772159398",True,True,5,"2024-09-30 15:45:02.763+00"
83,862,"11.381421024813605","77.79136330766674","454.1179799806276",True,True,9,"2024-09-30 15:45:32.786+00"
84,322,"24.7009040508039","19.30795783528685","703.9012152054797",True,False,3,"2024-09-30 15:46:02.811+00"
85,846,"-5.449946715696143","39.83014750575757","565.8458196197851",False,False,1,"2024-09-30 15:46:32.835+00"
86,319,"80.17581914524453","18.90658780867589","1028.1709847906604",False,False,2,"2024-09-30 15:47:02.86+00"
87,147,"72.24154947798077","10.446296423911615","918.4521893142442",False,False,7,"2024-09-30 15:47:32.881+00"
88,204,"62.337019575486266","94.52031940653227","721.6431284379105",True,True,5,"2024-09-30 15:48:02.905+00"
89,7,"69.79617552096185","86.29135180287886","713.9293403571974",False,True,7,"2024-09-30 15:48:32.929+00"
90,230,"28.7854746043094","28.30556617282771","580.7269683056268",True,True,4,"2024-09-30 15:49:02.953+00"
91,255,"58.59670208846147","2.4145953390312114","875.5122631481624",False,False,5,"2024-09-30 15:49:32.978+00"
92,33,"66.51324219391442","56.58521963292691","534.6007110201538",True,False,7,"2024-09-30 15:50:03.002+00"
93,728,"-11.324738315594793","48.51726222373536","635.544793985415",True,True,1,"2024-09-30 15:50:33.027+00"
94,913,"0.4212433565118161","99.4491253447944","718.4357798551993",True,False,4,"2024-09-30 15:51:03.05+00"
95,725,"69.01488722742003","71.2762577795568","946.1872726492642",False,False,6,"2024-09-30 15:51:33.074+00"
96,196,"20.57403886819926","41.74591488848287","966.5977253098582",False,False,4,"2024-09-30 15:52:03.1+00"
97,691,"77.80279882948922","28.342808277440803","781.5897121438786",True,True,5,"2024-09-30 15:52:33.124+00"
98,286,"3.2436522253610036","18.235137394368394","937.0402089856428",True,False,2,"2024-09-30 15:53:03.148+00"
99,749,"48.456573602884674","15.742041453360823","450.88345303100806",False,False,8,"2024-09-30 15:53:33.172+00"
100,909,"27.3903780290222","4.70511193618266","905.4348259073217",True,False,7,"2024-09-30 15:54:03.196+00"
101,70,"61.97176737038727","56.862012338485755","950.424820704813",True,True,8,"2024-09-30 15:54:33.22+00"
102,982,"-17.190387361186463","50.46027127161443","1024.168041396329",True,False,5,"2024-09-30 15:55:03.244+00"
103,696,"70.9143911798816","77.7382795721099","634.0816791204828",False,False,9,"2024-09-30 15:55:33.269+00"
104,110,"60.467981796966754","79.97682216034252","825.3654157311511",False,False,4,"2024-09-30 15:56:03.292+00"
105,619,"53.219149966202366","64.07633424015526","399.88126944365837",False,True,9,"2024-09-30 15:56:33.317+00"
106,583,"28.86422453298613","57.81300705348114","1059.0906068220966",False,True,3,"2024-09-30 15:57:03.34+00"
107,249,"17.94780667381977","91.3753703742203","536.9994001698132",True,False,2,"2024-09-30 15:57:33.35+00"
108,134,"-33.751108401927624","13.807929218559778","533.5684199481483",False,False,9,"2024-09-30 15:58:03.37+00"
109,371,"69.14619957345862","0.17458810686585835","654.2642290345457",False,False,1,"2024-09-30 15:58:33.394+00"
110,402,"69.7844919887779","18.568702597036136","658.1201306643072",True,False,2,"2024-09-30 15:59:03.419+00"
111,87,"30.325638100543983","66.44768937461241","1080.9304967406524",False,True,3,"2024-09-30 15:59:33.444+00"
112,781,"-28.46632801705589","86.35726021558247","389.1417347068906",False,False,8,"2024-09-30 16:00:03.468+00"
113,435,"40.63256981771718","92.85794665957943","795.579894632202",False,False,8,"2024-09-30 16:00:33.486+00"
114,877,"19.860874574903775","81.50996497256607","380.93316101634525",True,False,6,"2024-09-30 16:01:03.511+00"
115,640,"50.66937155148305","15.711727072668658","1083.1784647274244",False,False,6,"2024-09-30 16:01:33.536+00"
116,464,"32.970200910320884","56.406276719702085","745.6400437482204",True,False,4,"2024-09-30 16:02:03.55+00"
117,167,"28.175699705575553","8.44484231893552","1028.3512559066196",False,True,1,"2024-09-30 16:02:33.574+00"
118,771,"1.1861924052725215","46.18346553886062","370.63810414563056",False,False,7,"2024-09-30 16:03:03.598+00"
119,915,"51.5353383304856","77.68383736915645","845.724470554713",False,True,7,"2024-09-30 16:03:33.617+00"
120,87,"65.49310569334719","20.63819139728622","771.4046932767562",False,True,8,"2024-09-30 16:04:03.642+00"
121,418,"68.91149017356288","2.107521276544122","968.9054535309114",True,False,4,"2024-09-30 16:04:33.66+00"
122,356,"26.899354838040992","34.90704938012988","414.0174821514828",False,True,6,"2024-09-30 16:05:03.685+00"
123,790,"-8.474847802086813","85.75399362069408","913.0455371851209",True,True,4,"2024-09-30 16:05:33.702+00"
124,815,"8.363894190230127","36.97758868195364","496.72212725035257",False,False,9,"2024-09-30 16:06:03.725+00"
125,450,"32.2227553457827","37.72407188213984","533.539650497141",True,True,4,"2024-09-30 16:06:33.75+00"
126,480,"-4.6675084164933764","15.71226233476204","457.5400658137827",True,True,4,"2024-09-30 16:07:03.772+00"
127,236,"-15.503693026532474","10.376478156002067","420.0289781490527",False,False,2,"2024-09-30 16:07:33.797+00"
128,11,"32.09651949288751","13.281496756240463","779.5550498442076",False,True,3,"2024-09-30 16:08:03.822+00"
129,265,"7.964796731633477","13.145744886529375","778.7057737643322",True,False,7,"2024-09-30 16:08:33.845+00"
130,928,"-25.86818260412459","71.04294604580086","885.0112982500175",False,True,6,"2024-09-30 16:09:03.869+00"
131,868,"-2.3130522853062843","62.39546591535539","834.5614886297082",True,False,8,"2024-09-30 16:09:33.894+00"
132,440,"56.398852134210074","4.01205582714157","512.9574340019369",True,False,7,"2024-09-30 16:10:03.91+00"
133,223,"-38.07923205848717","81.64158935337666","347.5067011495307",True,True,8,"2024-09-30 16:10:33.934+00"
134,1005,"-25.56926561030786","32.45131624570268","403.4409938486677",False,True,4,"2024-09-30 16:11:03.95+00"
135,725,"16.25886673025743","4.542443803557772","836.8130517435201",True,False,5,"2024-09-30 16:11:33.974+00"
136,160,"35.4804793314694","29.92919617791079","612.8124900425398",True,False,4,"2024-09-30 16:12:03.999+00"
137,567,"-3.439291023086895","2.060017102151468","1034.7896235173398",False,False,8,"2024-09-30 16:12:34.023+00"
138,321,"17.75623868388402","59.285928038636435","349.9088222010878",True,False,6,"2024-09-30 16:13:04.047+00"
139,385,"9.592920744459981","35.17759293148117","345.04968597231095",False,True,5,"2024-09-30 16:13:34.071+00"
140,968,"-19.950214305904925","99.72273280808113","1055.8003573195929",False,False,2,"2024-09-30 16:14:04.096+00"
141,356,"53.82952042293252","65.01006183367655","698.2641313991751",False,False,8,"2024-09-30 16:14:34.11+00"
142,693,"72.17526614204071","77.60894961513812","786.7335054336565",False,True,2,"2024-09-30 16:15:04.13+00"
143,396,"14.809571052598507","34.31874833080491","851.5233605750517",False,True,3,"2024-09-30 16:15:34.154+00"
144,124,"15.116879544519023","43.28786138363962","1040.9073781790694",False,True,5,"2024-09-30 16:16:04.178+00"
145,784,"-28.36358828846685","7.477375899454697","314.07756821966615",True,False,5,"2024-09-30 16:16:34.202+00"
146,124,"10.172447986200183","20.162788514655517","924.3169376932934",True,False,4,"2024-09-30 16:17:04.226+00"
147,285,"-21.82896954867907","73.19141914214676","358.4269239969508",True,True,3,"2024-09-30 16:17:34.24+00"
148,367,"-0.539069294102184","60.55265144199786","1025.4311695463618",False,False,3,"2024-09-30 16:18:04.265+00"
149,554,"21.388935134095632","90.65059568263936","782.1448385260377",False,False,1,"2024-09-30 16:18:34.288+00"
150,393,"59.98914097832157","14.983910734544615","693.8081341220263",False,True,7,"2024-09-30 16:19:04.312+00"
151,665,"77.22905291444991","38.0370046841614","490.6344101919482",False,False,8,"2024-09-30 16:19:34.337+00"
152,994,"-35.36519982346755","9.361218206783528","914.7882320691871",True,True,8,"2024-09-30 16:20:04.361+00"
153,661,"36.68337060024797","44.94762772094647","1085.4163249168005",True,False,8,"2024-09-30 16:20:34.381+00"
154,592,"24.151420925369735","9.50590442027024","500.0434738465273",False,False,6,"2024-09-30 16:21:04.406+00"
155,784,"74.60978538960757","55.69418223672413","377.91809915221694",True,True,2,"2024-09-30 16:21:34.429+00"
156,75,"-25.92677606990148","98.33506297458014","445.22684378953164",True,True,5,"2024-09-30 16:22:04.455+00"
157,881,"5.491829146453803","15.274723165303318","827.526552600307",False,True,6,"2024-09-30 16:22:34.48+00"
158,108,"68.06327147225223","86.2469685530068","606.3021077291681",False,True,4,"2024-09-30 16:23:04.504+00"
159,216,"1.1444186225832524","69.36965957929047","484.14219588885726",True,True,8,"2024-09-30 16:23:34.528+00"
160,954,"10.653775568676615","21.276840542770703","642.7833782424343",False,False,1,"2024-09-30 16:24:04.551+00"
161,144,"67.09717836253682","70.39814346917821","989.9366094415177",False,True,8,"2024-09-30 16:24:34.575+00"
162,409,"75.50832282288486","95.68849197562874","833.5748384818954",True,False,6,"2024-09-30 16:25:04.598+00"
163,509,"18.6966965329693","70.36783338138284","700.5798623873311",True,False,8,"2024-09-30 16:25:34.611+00"
164,91,"59.590227379303144","39.11360171694454","318.3890976807779",False,False,4,"2024-09-30 16:26:04.635+00"
165,544,"64.50218656946109","61.21972513821583","381.9226564998889",True,True,9,"2024-09-30 16:26:34.644+00"
166,103,"63.11554656969254","84.36068433627841","570.9319421702993",True,True,5,"2024-09-30 16:27:04.667+00"
167,638,"15.260470312326618","0.784634636022763","679.538158463655",True,True,6,"2024-09-30 16:27:34.692+00"
168,532,"9.171660240907464","3.435825242195212","348.68148711451374",False,False,2,"2024-09-30 16:28:04.715+00"
169,899,"83.02270858785889","63.197120798939906","675.4749425181924",False,False,7,"2024-09-30 16:28:34.74+00"
170,627,"17.516759242041303","80.15574384706323","662.4358933468395",False,False,5,"2024-09-30 16:29:04.764+00"
171,299,"79.14664866890546","24.81353885248896","337.9668025776324",True,True,7,"2024-09-30 16:29:34.788+00"
172,721,"-8.509670866258972","13.961790095900817","372.3585564240395",True,True,2,"2024-09-30 16:30:04.813+00"
173,398,"39.76123592370071","95.18422127120898","931.3225369782957",True,False,4,"2024-09-30 16:30:34.837+00"
174,667,"2.737433166875448","71.38222790484188","324.54041498949005",True,False,8,"2024-09-30 16:31:04.862+00"
175,697,"0.4404561912638485","65.71898854446263","610.1953125277128",True,True,2,"2024-09-30 16:31:34.885+00"
176,159,"12.808945982202623","23.46778474725646","339.2865526121737",True,False,8,"2024-09-30 16:32:04.89+00"
177,1001,"71.51075046161348","53.319890346134734","573.6538155725211",False,False,5,"2024-09-30 16:32:34.914+00"
178,206,"84.68398047606586","41.867716975761326","914.0684429382153",True,True,6,"2024-09-30 16:33:04.939+00"
179,623,"7.014436628721654","16.426966412857368","772.1397270696111",False,False,3,"2024-09-30 16:33:34.962+00"
180,529,"3.665064944101047","26.109321408292207","533.1657711982962",False,True,2,"2024-09-30 16:34:04.987+00"
181,135,"-3.3367315937205433","31.470826002209385","964.2564591155557",True,True,5,"2024-09-30 16:34:35.011+00"
182,755,"81.75405378695913","87.26338869154834","904.7448067845702",False,True,5,"2024-09-30 16:35:05.035+00"
183,448,"-6.888804278565381","8.30837667721267","575.8368547301096",False,True,9,"2024-09-30 16:35:35.059+00"
184,391,"-14.786346112020752","95.83210531369954","366.06100344272915",False,False,1,"2024-09-30 16:36:05.085+00"
185,505,"83.61881954999309","8.052058141621178","686.6380281953171",False,False,4,"2024-09-30 16:36:35.109+00"
186,465,"68.3281602118728","74.35162178047818","812.8313808107564",False,True,3,"2024-09-30 16:37:05.133+00"
187,865,"74.74873800778421","54.33665180854259","533.3663145867711",False,False,4,"2024-09-30 16:37:35.15+00"
188,209,"48.06913933082883","29.323277394925352","597.7302193796883",True,True,9,"2024-09-30 16:38:05.174+00"
189,107,"25.317755909833124","64.1297129512127","901.1999970462149",False,False,9,"2024-09-30 16:38:35.2+00"
190,815,"2.3952100958651954","6.517691055128827","407.4236289076234",True,False,7,"2024-09-30 16:39:05.224+00"
191,354,"33.76616373248184","29.246312626714598","805.1183210443007",False,False,4,"2024-09-30 16:39:35.247+00"
192,663,"78.38357436008786","15.753465879472461","1021.4390028195564",False,False,3,"2024-09-30 16:40:05.273+00"
193,850,"1.699572732238174","63.62127228794543","732.1780673988463",False,False,5,"2024-09-30 16:40:35.296+00"
194,605,"39.33302645700124","92.18226517305075","518.5912178699356",False,True,1,"2024-09-30 16:41:05.321+00"
195,91,"-28.548486765684466","89.09002420562094","1058.7025648586764",False,False,5,"2024-09-30 16:41:35.344+00"
196,818,"79.68595882815956","71.61546419056157","856.0110046125061",True,False,5,"2024-09-30 16:42:05.368+00"
197,891,"-28.704402773488255","50.159731896016744","931.6597332876926",False,True,8,"2024-09-30 16:42:35.393+00"
198,425,"-39.54185552923161","24.70989627533462","340.1190949243869",True,False,9,"2024-09-30 16:43:05.418+00"
199,392,"-33.84293522093314","11.796444064353938","429.6133264304272",True,False,6,"2024-09-30 16:43:35.442+00"
200,330,"-30.821333547873188","26.186931288397574","444.53186971037314",False,False,9,"2024-09-30 16:44:05.461+00"
201,567,"65.93747561755798","61.18745550650826","600.1129285884565",True,True,9,"2024-09-30 16:44:35.485+00"
202,784,"-22.496544779487586","90.45966407575506","692.8718305936039",True,False,8,"2024-09-30 16:45:05.49+00"
203,994,"-1.9726637337186474","18.56128698356736","498.24374805468835",False,True,7,"2024-09-30 16:45:35.499+00"
204,1001,"84.57327099811674","43.21357510218642","569.1604404271907",True,False,1,"2024-09-30 16:46:05.522+00"
205,906,"79.32668275276542","31.885293456175056","368.50163346699173",False,False,3,"2024-09-30 16:46:35.547+00"
206,917,"-27.956214377866043","86.8247883107571","746.9270981545383",False,True,2,"2024-09-30 16:47:05.571+00"
207,495,"80.79186100789585","89.86665506455066","840.2106991746905",True,True,1,"2024-09-30 16:47:35.596+00"
208,825,"46.96170861147448","34.43024327899129","1006.3818962174402",True,True,4,"2024-09-30 16:48:05.62+00"
209,1013,"71.15581241489491","82.40370512135466","866.0585896841585",False,False,7,"2024-09-30 16:48:35.644+00"
210,288,"80.47474122459236","7.686479996239437","501.1522908811944",True,False,4,"2024-09-30 16:49:05.669+00"
211,348,"17.26472265278545","52.43076266830074","895.3779182654685",True,True,9,"2024-09-30 16:49:35.692+00"
212,247,"71.13074687021756","64.05749906425943","616.8495316062771",False,False,2,"2024-09-30 16:50:05.715+00"
213,686,"-5.929195656843376","48.09231262124671","1022.5792742836353",True,True,4,"2024-09-30 16:50:35.731+00"
214,515,"43.510345937580354","24.192119672291735","378.4967958807707",True,True,7,"2024-09-30 16:51:05.755+00"
215,394,"60.0788570066817","77.1766474461204","690.9219222085906",False,True,4,"2024-09-30 16:51:35.771+00"
216,525,"79.57039063910446","38.49812844418565","846.739599335452",True,False,5,"2024-09-30 16:52:05.796+00"
217,201,"-15.865699234519074","84.95259108668738","1073.6364482085985",False,False,4,"2024-09-30 16:52:35.82+00"
218,374,"46.96613812218391","81.67430453560004","731.7318831251633",False,True,5,"2024-09-30 16:53:05.844+00"
219,825,"20.883205631415223","78.36403225764614","304.6296795246814",True,False,6,"2024-09-30 16:53:35.869+00"
220,599,"26.14521951624313","35.29551368349075","604.4702015299016",False,False,3,"2024-09-30 16:54:05.892+00"
221,367,"34.34675872681373","29.72521258824996","1084.0911085535392",True,False,2,"2024-09-30 16:54:35.894+00"
222,957,"58.33291187069132","98.72140709151833","675.4298500657112",False,False,3,"2024-09-30 16:55:05.894+00"
223,330,"-16.14842445184197","41.7540315786217","415.2101035766217",False,True,6,"2024-09-30 16:55:35.918+00"
224,362,"22.701530601913383","42.00260272761085","597.9459482139025",True,False,5,"2024-09-30 16:56:05.941+00"
225,114,"49.69831209974275","2.3714742166399905","551.6864661766471",False,False,2,"2024-09-30 16:56:35.967+00"
226,687,"17.947634774953457","72.098736733728","696.8828861592413",False,True,6,"2024-09-30 16:57:05.973+00"
227,926,"72.80890818516859","51.942676511837796","835.7626708237154",True,True,5,"2024-09-30 16:57:35.983+00"
228,220,"-23.804619545669862","10.52589476894732","661.1117632463918",True,False,3,"2024-09-30 16:58:06.007+00"
229,497,"33.01731217282092","42.783135379706415","941.9647415663278",True,True,6,"2024-09-30 16:58:36.031+00"
230,872,"76.35128649783077","59.06950996229978","884.8680266499346",True,False,6,"2024-09-30 16:59:06.054+00"
231,35,"-9.851886728762242","90.88822443898992","427.7210227392498",True,False,5,"2024-09-30 16:59:36.07+00"
232,53,"80.8326884398995","51.924699484999714","688.8679563684029",True,True,5,"2024-09-30 17:00:06.09+00"
233,619,"28.805670675096906","92.11676110762697","1055.6582059593536",False,True,7,"2024-09-30 17:00:36.111+00"
234,876,"44.426473132666715","66.9884188395628","551.4238685120836",False,False,9,"2024-09-30 17:01:06.136+00"
235,735,"-34.57650956761895","44.55170402122444","418.1373942118803",True,True,6,"2024-09-30 17:01:36.151+00"
236,518,"65.32228368062701","91.85481952249413","705.4063548045742",True,True,8,"2024-09-30 17:02:06.176+00"
237,445,"18.727872130855147","71.37845315670582","902.0070129434862",True,True,7,"2024-09-30 17:02:36.201+00"
238,405,"-33.56788610922209","60.442375523816864","353.3538365812131",True,True,2,"2024-09-30 17:03:06.224+00"
239,608,"44.31189002331507","24.2537265164271","945.6683502069931",False,False,1,"2024-09-30 17:03:36.249+00"
240,113,"4.520054536575344","78.63035865004173","1065.4053116336186",False,False,2,"2024-09-30 17:04:06.273+00"
241,637,"11.532549577782191","66.63240624055511","715.0441437229811",True,False,4,"2024-09-30 17:04:36.291+00"
242,382,"19.39153212191942","64.65858834087798","574.7128053756834",True,False,3,"2024-09-30 17:05:06.31+00"
243,637,"39.8654409663954","1.8279578663264795","406.6173095776486",False,False,4,"2024-09-30 17:05:36.336+00"
244,719,"72.72363698276774","71.3001238029315","976.2548954145849",True,False,9,"2024-09-30 17:06:06.359+00"
245,732,"39.678236028799446","41.802746020182305","400.61911647115323",False,True,8,"2024-09-30 17:06:36.384+00"
246,292,"17.362494508432448","47.96840281544756","572.9173037740129",True,True,2,"2024-09-30 17:07:06.408+00"
247,592,"-12.314632744473467","89.66148239566168","583.3403138687809",False,True,3,"2024-09-30 17:07:36.43+00"
248,717,"-14.844221086331121","0.31625628767075753","705.5087754630376",True,True,5,"2024-09-30 17:08:06.456+00"
249,406,"-33.63553621067632","81.18329827408668","788.8595933844467",True,True,2,"2024-09-30 17:08:36.478+00"
250,251,"-3.310951303619099","99.81114316925171","952.926196263385",False,False,8,"2024-09-30 17:09:06.5+00"
251,832,"76.4761009815011","77.54890882518654","931.1454661103973",True,False,9,"2024-09-30 17:09:36.525+00"
252,167,"78.55364080917685","68.64864177939303","460.4661398227048",True,False,2,"2024-09-30 17:10:06.549+00"
253,385,"61.36985110959681","82.58047684329506","664.8936659928465",False,True,5,"2024-09-30 17:10:36.55+00"
254,321,"24.150224189561982","60.25764092129224","1098.3201884972727",True,True,5,"2024-09-30 17:11:06.575+00"
255,787,"31.53654354009764","12.886362832713893","302.89704299356634",True,False,2,"2024-09-30 17:11:36.599+00"
256,346,"36.394273164151116","72.87831829414327","628.5291968904794",False,True,8,"2024-09-30 17:12:06.621+00"
